gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2789663152	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS809626417	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		CA	Avenue des Érables	Quebec	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.5393	-73.5789							2019-09-25T00:00:00	25	9	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS809626417				CC0_1_0		obsr56301			2020-09-08T21:29:12.282Z		
2789597808	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS785644328	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	White Mt. NF--Lakes of the Clouds Hut	New Hampshire	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.2588	-71.3188							2019-07-14T00:00:00	14	7	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS785644328				CC0_1_0		obsr169565			2020-09-08T21:32:27.939Z		
2789479164	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS768554062	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Central Park, New York US-NY (40.7794,-73.9734)	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.7794	-73.9734							2019-05-30T00:00:00	30	5	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS768554062				CC0_1_0		obsr624643			2020-09-08T21:29:09.948Z		
2789450176	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS792174929	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mt. Mansfield VCE banding station	Vermont	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5282	-72.8153							2019-07-31T00:00:00	31	7	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS792174929				CC0_1_0		obsr31646			2020-09-08T21:21:47.707Z		
2789348685	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848690739	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Porter.6	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.2122	-73.8568							2019-07-03T00:00:00	3	7	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848690739				CC0_1_0		obsr948152			2020-09-08T21:22:59.425Z		
2789348679	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848667744	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Gothics.4	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.13	-73.8422							2019-06-18T00:00:00	18	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848667744				CC0_1_0		obsr948152			2020-09-08T21:22:59.422Z		
2789259058	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS775909773	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Underhill State Park	Vermont	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.529	-72.8429							2019-06-16T00:00:00	16	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS775909773				CC0_1_0		obsr1284165			2020-09-08T21:29:36.807Z		
2789226609	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_ATL_ME:OBS926764575	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	AP98; A_50-b	Maine	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	44.7938	-70.7685							2019-06-02T00:00:00	2	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_ATL_ME	OBS926764575				CC0_1_0		obsr556774			2020-09-08T21:28:32.907Z		
2789218613	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848653146	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Tuckerman Ravine.4	New Hampshire	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.2608	-71.2897							2019-06-23T00:00:00	23	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848653146				CC0_1_0		obsr948152			2020-09-08T21:28:53.300Z		
2789184626	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848691261	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Sandwich Dome.4	New Hampshire	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.9025	-71.484							2019-06-09T00:00:00	9	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848691261				CC0_1_0		obsr948152			2020-09-08T21:30:52.862Z		
2789153797	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS806309372	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Slide Mountain	New York	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	41.9986	-74.3864							2019-09-15T00:00:00	15	9	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS806309372				CC0_1_0		obsr106433			2020-09-08T21:19:51.491Z		
2789120439	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS794465033	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	(44.2950,-71.2786)	New Hampshire	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.295	-71.2786							2019-08-13T00:00:00	13	8	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS794465033				CC0_1_0		obsr432158			2020-09-08T21:21:09.183Z		
2788987360	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848685400	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mansfield.1	Vermont	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5283	-72.8051							2019-06-16T00:00:00	16	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848685400				CC0_1_0		obsr948152			2020-09-08T21:20:39.448Z		
2788918773	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS800068185	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Sunset Ridge Trail	Vermont	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5424	-72.8264							2017-07-11T00:00:00	11	7	2017	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS800068185				CC0_1_0		obsr1325027			2020-09-08T21:33:01.825Z		
2788825146	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_QC:OBS782457001	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		CA	PN du Mt-Mégantic--Mt St-Joseph	Quebec	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.4475	-71.1201							2019-07-06T00:00:00	6	7	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_QC	OBS782457001				CC0_1_0		obsr237522			2020-09-08T21:24:34.231Z		
2788738632	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848653136	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Tuckerman Ravine.4	New Hampshire	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.2608	-71.2897							2019-06-23T00:00:00	23	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848653136				CC0_1_0		obsr948152			2020-09-08T21:23:54.955Z		
2788736229	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848665524	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Dix Mountain South.6	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.0759	-73.7908							2019-06-08T00:00:00	8	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848665524				CC0_1_0		obsr948152			2020-09-08T21:43:36.685Z		
2788661299	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848689710	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Old Blue Mountain.6	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.7485	-70.7652							2019-06-08T00:00:00	8	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848689710				CC0_1_0		obsr948152			2020-09-08T21:23:50.957Z		
2788661295	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848685651	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mansfield.4	Vermont	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5237	-72.8116							2019-06-16T00:00:00	16	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848685651				CC0_1_0		obsr948152			2020-09-08T21:23:50.955Z		
2788661291	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848665554	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Dix Mountain South.6	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.0759	-73.7908							2019-06-08T00:00:00	8	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848665554				CC0_1_0		obsr948152			2020-09-08T21:23:50.954Z		
2788657974	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777338912	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Saddleback Mountain East.2	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.1264	-73.867							2018-07-04T00:00:00	4	7	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777338912				CC0_1_0		obsr948152			2020-09-08T21:29:27.842Z		
2788634970	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS784021310	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mt. Mansfield	Vermont	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5282	-72.8161							2019-07-08T00:00:00	8	7	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS784021310				CC0_1_0		obsr443855			2020-09-08T21:29:02.601Z		
2788494438	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_NH:OBS928648266	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Sugar Hill Overlook	New Hampshire	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.0348	-71.4958							2011-05-29T00:00:00	29	5	2011	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_NH	OBS928648266				CC0_1_0		obsr41645			2020-09-08T21:23:39.327Z		
2788481968	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS792614697	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mt. Mansfield VCE banding station	Vermont	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5282	-72.8153							2019-08-01T00:00:00	1	8	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS792614697				CC0_1_0		obsr31646			2020-09-08T21:21:07.124Z		
2788304993	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS926084101	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mt. Washington	New Hampshire	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.2713	-71.303							2019-07-26T00:00:00	26	7	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS926084101				CC0_1_0		obsr115147			2020-09-08T21:23:39.122Z		
2788262917	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS782919509	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		CA	PN du Mt-Mégantic--Mt St-Joseph	Quebec	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.4475	-71.1201							2019-07-07T00:00:00	7	7	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS782919509				CC0_1_0		obsr761536			2020-09-08T21:29:01.705Z		
2788262734	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS782823064	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		CA	Murdochville (Éoliennes Mont-Miller)	Quebec	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	48.9839	-65.4998							2019-07-07T00:00:00	7	7	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS782823064				CC0_1_0		obsr460139			2020-09-08T21:29:01.656Z		
2788118585	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777368289	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Jefferson Ravine.5	New Hampshire	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3138	-71.2841							2018-06-23T00:00:00	23	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777368289				CC0_1_0		obsr948152			2020-09-08T21:32:14.356Z		
2788118527	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777339777	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mansfield.3	Vermont	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5248	-72.8089							2018-06-16T00:00:00	16	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777339777				CC0_1_0		obsr948152			2020-09-08T21:32:14.336Z		
2788118516	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777333809	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Passaconaway.1	New Hampshire	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.9509	-71.3796							2018-06-10T00:00:00	10	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777333809				CC0_1_0		obsr948152			2020-09-08T21:32:14.325Z		
2788066594	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_QC:OBS775541828	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		CA	PN du Mt-Mégantic--Mt St-Joseph	Quebec	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.4475	-71.1201							2019-06-14T00:00:00	14	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_QC	OBS775541828				CC0_1_0		obsr761816			2020-09-08T21:29:26.123Z		
2788043507	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777337762	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Nelson Crag.2	New Hampshire	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3024	-71.2897							2018-06-30T00:00:00	30	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777337762				CC0_1_0		obsr948152			2020-09-08T21:22:58.494Z		
2787986428	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777340358	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mansfield Adams Apple.1	Vermont	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5496	-72.8037							2018-06-09T00:00:00	9	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777340358				CC0_1_0		obsr948152			2020-09-08T21:31:32.566Z		
2787954969	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS781429604	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mt. Mansfield VCE banding station	Vermont	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5282	-72.8153							2019-07-01T00:00:00	1	7	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS781429604				CC0_1_0		obsr27775			2020-09-08T21:32:24.268Z		
2787885394	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777340241	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mansfield Nose.1	Vermont	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5247	-72.8165							2018-06-09T00:00:00	9	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777340241				CC0_1_0		obsr948152			2020-09-08T21:43:16.694Z		
2787713409	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848680827	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mansfield Adams Apple.4	Vermont	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5442	-72.8059							2019-06-08T00:00:00	8	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848680827				CC0_1_0		obsr948152			2020-09-08T21:44:10.831Z		
2787713403	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS848663204	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Cleveland.1	Vermont	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.0453	-72.9074							2019-07-07T00:00:00	7	7	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS848663204				CC0_1_0		obsr948152			2020-09-08T21:44:10.828Z		
2787610037	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS803348315	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Gothics	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.1281	-73.857							2019-09-07T00:00:00	7	9	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS803348315				CC0_1_0		obsr167355			2020-09-08T21:21:45.740Z		
2787287774	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777338809	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Mount Jefferson West.2	New Hampshire	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3128	-71.3299							2018-06-11T00:00:00	11	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777338809				CC0_1_0		obsr948152			2020-09-08T21:28:41.819Z		
2787287772	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777337224	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Jefferson Ravine.2	New Hampshire	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3088	-71.2884							2018-06-23T00:00:00	23	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777337224				CC0_1_0		obsr948152			2020-09-08T21:28:41.816Z		
2787200655	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777368024	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Bolton East.1	Vermont	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.4466	-72.8366							2018-06-20T00:00:00	20	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777368024				CC0_1_0		obsr948152			2020-09-08T21:24:28.920Z		
2787200605	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777339963	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Gothics.2	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.1308	-73.8483							2018-06-19T00:00:00	19	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777339963				CC0_1_0		obsr948152			2020-09-08T21:24:28.882Z		
2786931340	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777333802	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Passaconaway.1	New Hampshire	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.9509	-71.3796							2018-06-10T00:00:00	10	6	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777333802				CC0_1_0		obsr948152			2020-09-08T21:32:11.606Z		
2786865254	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS898553136	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Slide Mountain	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	41.9986	-74.3864							2014-07-19T00:00:00	19	7	2014	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS898553136				CC0_1_0		obsr531704			2020-09-08T21:25:07.695Z		
2786757308	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS777337125	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Speck Pond.6	Maine	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.5713	-70.9639							2018-07-02T00:00:00	2	7	2018	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS777337125				CC0_1_0		obsr948152			2020-09-08T21:31:33.312Z		
2786698300	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS776020172	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	Catharus bicknelli		US	Cannon Mt., Franconia	New Hampshire	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.1567	-71.6987							2019-06-17T00:00:00	17	6	2019	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS776020172				CC0_1_0		obsr421827			2020-09-08T21:28:40.503Z		
